spotted,battles_on_stunning_vehicles,hits,battle_avg_xp,draws,max_xp,survived_battles,wins,losses,capture_points,battles,damage_dealt,damage_received,max_frags,shots,frags,max_damage,xp,avg_damage_assisted,piercings,user_id,nickname,wn8
807,38,3564,263,15,1116,174,398,396,522,809,188718,263988,5,7319,389,1567,212897,108.0,2126,630675552,greenbirdus,"567,79"
1530,3,9382,234,26,1239,611,1014,1029,3847,2069,522446,593769,6,19333,1233,2012,483650,111.85,6362,596561562,C_ABTOBA3A,"530,66"
128,0,1500,147,2,726,130,265,254,446,521,51855,144024,5,4138,157,1036,76622,42.06,883,634554120,Babay19910403,"117,49"
14488,105,56828,382,118,2160,1985,5282,5098,8549,10498,7102513,7633297,10,96897,7643,6255,4005621,297.38,35147,502086999,2803nevs,"1134,25"
498,0,4965,408,3,2181,202,321,197,348,521,234017,91258,10,8304,895,2232,212310,80.2,3878,534287717,ce3peo,"2172,30"
37299,669,196164,554,502,2703,9450,16701,14269,32136,31472,35923508,27615987,11,287110,29952,8003,17446110,418.92,96231,500357113,Feiner,"1719,65"
2133,0,8358,326,20,1616,446,1071,1110,2334,2201,1005837,1363033,7,14085,1298,3757,717086,186.78,5901,634949909,temoha_11,"712,40"
761,0,4567,319,4,1272,329,603,638,857,1245,297027,664224,6,10219,439,2238,397687,110.9,2515,531201778,FERMYNT,"287,02"
307,0,2475,191,3,822,155,311,319,1122,633,91928,182575,5,5022,239,1202,121072,71.1,1255,532292262,binghor,"257,11"
933,0,5504,667,5,2063,128,344,342,16,691,798318,849686,5,7437,649,4080,461239,332.56,4061,539655080,PseudonymeSecret,"1766,98"
3463,0,22783,754,40,2619,719,1531,1216,3580,2787,3247903,2979748,7,35823,2692,6182,2100874,356.37,15747,588436828,anonym_qaJLECmIhBsp,"1832,49"
4606,80,25432,314,62,2235,867,2658,2856,6083,5576,2331783,3005263,7,52358,2690,4995,1752001,147.04,13624,618955370,7over7,"637,45"
650,0,3176,151,11,788,435,913,1200,1218,2124,154786,840087,4,15061,337,1182,320000,60.44,1768,539662081,terminator001_invader,"34,18"
1111,0,11785,544,16,2098,341,559,464,1610,1039,801535,594340,8,17169,1286,2873,565550,238.61,8229,510765901,MrGanjebas,"1968,07"
1591,0,5331,200,9,1320,268,867,895,1613,1771,289002,639526,6,9693,672,1939,353373,96.48,3591,658732349,stenin_sasha_64449788,"269,72"
1381,0,5693,186,21,939,372,720,762,1999,1503,237412,360080,9,10250,695,1409,279394,91.7,3917,519935695,YJDax,"325,10"
470,0,2356,152,9,874,123,297,322,514,628,80657,106016,4,5126,293,994,95205,58.12,1425,605772239,RenamedUser_41494937,"240,57"
1599,0,9534,267,17,1916,239,727,833,1733,1577,410710,555357,8,19348,987,3453,420507,111.78,6032,530261833,FunyFanta,"630,02"
1070,0,4856,198,18,1286,375,873,962,1365,1853,357626,855282,5,9603,614,2156,366525,93.53,2892,627249087,VARUTA_27856793,"246,60"
7038,0,30512,331,65,2004,1151,2638,2438,11120,5141,2091688,2303749,8,51709,3783,2761,1702644,229.28,4526,501642943,dannyzed,"977,88"
5148,301,27313,505,101,2025,856,2745,3209,2185,6055,4728340,7354166,6,44018,3114,5609,3056881,241.4,17788,604222191,But_sher,"790,58"
374,0,3005,186,8,1237,232,385,438,714,831,161492,227476,5,5119,370,1842,154271,72.73,2007,627654363,RenamedUser_28983843,"304,76"
320,0,1102,80,22,448,111,208,339,257,569,12643,78235,3,8139,64,359,45612,31.31,555,516845098,Valdi_,"0,00"
789,0,6607,188,11,869,281,645,751,1407,1407,231525,427011,6,12931,540,1553,264810,62.13,3917,543793100,GhostFighting,"298,67"
370,0,3511,226,12,1821,221,540,587,1778,1139,190975,482336,6,7375,334,2553,256861,72.1,1875,614431234,Alexandra_Blanka,"181,01"
576,0,3738,350,3,1760,83,267,258,505,528,269973,214282,8,6095,473,4919,185040,91.12,2598,595910660,error_404_html,"1216,75"
1794,22,5504,182,14,853,261,689,685,2442,1388,195030,394670,5,11765,455,779,252015,90.34,680,619596802,RenamedUser_2535488,"285,52"
777,0,6324,403,27,2024,351,698,787,1245,1512,710913,1161037,7,9945,718,4293,610050,183.88,3903,596102902,zhenya0895,"593,75"
511,0,3125,201,10,984,201,404,487,731,901,150862,222939,6,8504,412,1277,181044,71.53,2034,522580180,MaDMeen,"308,78"
469,0,758,144,3,1080,64,250,343,421,596,30396,170993,7,3742,84,711,85603,66.41,461,633341194,RenamedUser_70994179,"24,89"
614,3,4239,162,8,665,207,437,499,1552,944,100371,212075,4,11951,299,1052,152487,57.46,2138,514047451,honzawrc,"184,09"
2367,0,8675,239,44,1168,625,1170,1075,3196,2289,787772,595795,7,21043,1655,0,547286,0.0,0,503474325,becksdowner,"849,40"
828,0,2978,192,10,1315,206,495,682,1985,1187,164469,502592,5,7721,289,1875,227910,119.69,402,511585118,Fendtkiller,"105,10"
13220,484,88974,528,156,2588,4119,7357,6848,13881,14361,11640692,10111033,10,153322,13690,6194,7586678,294.52,54495,504051181,MaitreDodus,"1273,75"
17002,990,91952,405,152,2115,4531,8471,7890,21268,16513,12223951,12177333,8,144923,14181,5930,6686739,270.24,60458,620661641,IiIMarHeTToIiI,"1260,41"
1101,0,5250,197,8,1302,297,783,912,2361,1703,325140,707962,9,11143,646,2847,335118,95.58,3391,516859358,arturx9,"265,04"
1218,1,6215,181,9,1319,304,910,1032,690,1951,238814,456989,8,16227,703,1270,352326,58.2,3752,634405037,RenamedUser_78351228,"178,15"
13380,214,66528,228,170,1326,3834,8970,10018,9196,19158,4979298,9077787,8,170910,7286,3110,4367818,128.13,32260,622083121,Vitaliy0905,"363,87"
4111,12,18586,358,47,1716,827,2058,2325,4972,4430,2414432,3496297,7,29163,2454,3660,1586509,202.71,12698,654706707,3564ws,"732,64"
5430,8,32177,426,80,2162,1709,3695,3963,6821,7738,5149078,7294846,7,50824,4302,5328,3294952,245.15,18708,595125147,terr1bLeE,"808,09"
8654,0,59177,562,103,2580,2954,5226,4843,15902,10172,11446966,10599909,8,82619,8813,5800,5715699,300.07,41983,597880983,vetalmaniak,"1510,88"
436,0,2275,223,5,1217,100,313,388,469,706,131795,292907,5,4750,253,1684,157262,81.23,1300,556366749,Delixpl,"263,84"
353,0,2334,202,4,1233,104,315,353,406,672,93088,224635,6,6866,252,1460,136073,62.21,1450,608711044,I_Stalin_1,"190,45"
2601,3,13058,455,21,2024,630,1217,1140,1455,2378,1755358,1846277,9,21675,2005,4413,1081960,250.15,8899,541649235,HintCZ_32,"1201,23"
2892,0,20827,493,60,1943,1079,1851,2047,4304,3958,2645883,3820505,7,31828,2008,3934,1952743,292.52,13587,572262561,baalart,"796,77"
2091,0,8380,291,21,1752,464,1147,1151,3124,2319,757012,1406645,6,14665,1123,3417,675385,153.22,5377,625038798,Antonio_UWS,"505,36"
1442,0,5268,220,16,1123,178,573,665,2011,1254,241912,502292,7,12702,500,1516,275592,121.69,705,655108689,SaHe4eG,"354,14"
2252,0,13432,364,20,2031,499,1307,1349,2583,2676,1291400,1561145,7,21824,1709,3217,973500,172.33,8554,632419318,RenamedUser_64902189,"745,78"
1052,31,7613,501,6,1962,156,258,238,709,502,245758,187110,7,17084,508,2071,251285,320.54,4410,627998923,RenamedUser_30043715,"1563,49"
15410,145,97639,670,165,2725,4339,8092,7195,7072,15452,16930021,14217762,12,145446,14067,6042,10348331,361.35,67678,511093932,HamLegion,"1575,68"
3719,0,32209,204,54,1239,984,2020,1992,4464,4066,702664,1016704,7,78659,2354,1932,830174,100.49,7589,502008800,MASIUL,"395,36"
802,0,4780,210,19,1027,183,451,488,1925,958,174086,412228,4,8720,329,1343,200908,95.46,2624,523984821,SMS_SCHLESWIG_HOLSTEIN,"278,92"
1134,0,12170,323,35,1557,829,1236,1057,2232,2328,1191669,922879,6,20797,2031,2685,752802,120.14,7219,660619864,RenamedUser_89526498,"1139,46"
4895,569,29903,319,64,1855,2080,4002,4096,10016,8162,4373248,4260468,6,54201,4761,4727,2604481,176.79,16295,509092435,Basior_SRC,"762,77"
207,0,2155,150,12,855,137,243,320,1379,575,72688,220719,5,4843,181,953,86503,63.26,1233,680088248,kristino4ka1997,"204,00"
1185,2,9480,275,14,1500,526,1015,1010,1185,2039,685247,832073,6,18418,1289,3160,559963,102.27,4714,501040574,Sn1per3ye,"631,95"
500,0,1835,272,12,992,91,319,410,415,741,219823,676956,4,4216,185,2138,201458,197.85,1085,568002824,KronycCz,"195,05"
20569,87,185189,391,521,2436,9153,16573,19307,60239,36401,20268625,35967207,9,306484,19004,4961,14229660,211.69,109909,527823625,Nik_612,"592,29"
7465,297,26062,387,86,2264,860,3017,3371,784,6474,3744585,6019419,9,43912,2760,5601,2504042,281.5,16756,564027917,Matsla0628,"707,01"
43959,3912,351300,573,775,2645,23630,31240,18688,110869,50703,65662393,37763755,10,571729,66769,8497,29062794,272.9,251286,597943969,HybJIouD,"1986,51"
329,0,1845,125,8,524,122,248,308,1135,564,34558,121508,4,7836,114,0,70437,0.0,0,622795352,RenamedUser_14979914,"38,97"
3831,51,13088,251,30,1418,879,2260,2757,5361,5047,1488081,3072214,6,28424,1809,3347,1268781,161.21,7053,618885097,VolShubNick,"290,71"
1013,0,3765,179,23,1116,258,672,855,1420,1550,215106,675934,4,8807,396,1966,277778,103.65,1579,620460961,DirektorVzrivA,"110,68"
154,0,1884,335,6,1137,108,236,264,1293,506,124897,291257,3,2976,146,1309,169341,90.97,1184,539979388,pirat9942,"280,55"
1263,0,5647,172,20,922,310,742,891,2383,1653,263191,489353,7,14528,634,1834,283522,68.17,2378,513320037,WendorfH,"223,72"
3268,0,23591,230,52,1527,1411,2837,3158,8495,6047,1715309,2686912,9,52620,2908,3661,1393446,109.83,15494,509500321,step4,"448,28"
532,0,5157,348,22,1716,345,492,455,2703,969,349441,447149,6,10104,679,3582,336795,131.92,3263,624826344,RenamedUser_20690114,"668,77"
14878,502,111873,433,174,2229,4576,7778,7125,18027,15077,12714744,10245183,9,222446,14428,6736,6526633,278.65,67176,598350182,Alex_777_Pavlodar_KZ,"1337,41"
11298,1925,70939,408,199,2097,4733,7814,7764,6724,15777,11857606,9707533,7,112175,11107,5794,6437414,209.42,48907,543541685,Zearth,"1070,60"
1150,0,7916,165,8,1121,207,693,947,1401,1648,190028,544171,6,23967,575,1811,271227,68.35,3342,517180919,polopoloe,"86,62"
1057,0,5179,415,6,1716,116,408,481,1994,895,410444,734063,6,7287,584,3076,371531,193.37,3613,630198155,_I_Andrey_I_,"751,25"
833,0,3890,202,16,1145,261,764,946,953,1726,309798,658592,6,8058,592,2103,348722,83.4,2493,629600198,duny12345,"179,43"
21820,5,93100,567,141,2334,3522,8331,8366,10980,16838,17503735,17605447,8,128857,13182,8693,9546649,340.52,69015,625378375,denismaliy,"1266,40"
9414,0,34146,321,45,1799,1749,4250,4340,7514,8635,4337195,6709520,7,52467,5080,4419,2773559,179.06,21920,523362763,Ciklus_1,"727,94"
3191,566,20491,299,50,1737,1351,2716,2987,6662,5753,2264512,3718176,6,41448,2696,3274,1717425,157.89,11553,656977582,Evgen1739_11880767,"475,97"
40320,1311,195254,468,414,2085,13040,23692,24170,40374,48276,42911327,40094693,8,321811,35568,7337,22613542,273.09,144782,627151451,serbog13,"1085,37"
375,6,1529,246,11,1098,100,245,273,1266,529,110909,359024,3,2774,99,1438,130004,109.06,887,652094313,mobile_master_707,"215,22"
38366,2717,213298,411,653,2217,14888,21432,21496,57490,43581,38748003,31192003,10,356311,35826,6247,17925634,348.54,96576,595787386,nazarnadvirna,"1196,06"
3081,122,18810,356,29,1883,1096,2190,2133,4021,4352,2046800,2335392,6,33280,2722,4011,1548506,181.72,12312,656901702,Some_Change,"766,81"
19299,66,122635,580,176,2426,4683,8654,7111,29321,15941,20173028,16815918,8,180573,16009,7616,9251941,388.75,84814,598911774,Aspire_29,"1743,94"
324,0,2530,181,2,1274,95,250,270,671,522,44570,98032,4,6528,193,1338,94663,42.3,1441,608547914,vasja61,"151,12"
18264,0,104053,436,183,2374,6023,9756,10174,37393,20113,13752228,12768429,8,177175,14444,6826,8775764,233.9,29562,504215936,XperX,"1041,82"
3842,175,22319,515,55,2163,944,1743,1557,5798,3355,2156249,2476606,10,34498,2732,4105,1727145,259.59,14481,568689695,SuspiciousOne,"1093,98"
1340,0,5530,84,21,451,301,889,950,848,1860,156970,400980,5,7935,541,938,156650,44.48,5032,636372437,soka_ljat2,"239,32"
7838,0,40496,524,109,2947,1431,3496,3800,4069,7405,6862675,7347739,8,59908,5415,8687,3877374,302.18,28313,623011606,EtoJeLowgf,"1163,44"
78,309,2023,363,17,1575,242,331,335,260,683,269435,117289,5,5148,457,2061,247683,51.88,435,636139596,huburche,"760,98"
6460,138,32659,281,75,1349,1721,3901,4316,8575,8292,3245713,5717030,6,55202,3681,3292,2332837,183.79,20245,625024966,pasha_cotnar_21350782,"525,32"
441,0,2651,174,7,1285,114,338,359,1101,704,79107,172394,8,5251,302,720,122399,64.26,1602,633638699,jimsun_73243839,"216,76"
3328,4,33625,232,24,1377,930,1811,1931,2551,3766,721975,1393571,7,83914,2406,2269,871889,80.25,19948,601719692,jelezniy_TATARIN,"372,17"
33288,1104,111380,494,204,2478,4367,11472,12175,23601,23851,19825782,22893931,8,166104,15162,6345,11778319,348.13,78016,533531465,Kallio95,"1062,68"
4974,371,27095,221,77,1773,1358,3384,4015,3275,7476,1810835,3138373,7,57114,2912,3584,1653680,100.62,16108,537650241,xxdinvader,"392,09"
23128,0,97462,453,183,2259,3681,8795,8199,24323,17177,14484758,14664089,8,143177,13186,6913,7786896,371.1,57784,597854827,_Shykamaro_,"1252,25"
812,0,4865,193,12,1170,301,581,561,3207,1154,180326,285881,6,8998,574,1352,222854,78.27,2985,530093045,klejarz90,"381,20"
4236,0,24008,356,40,1510,951,1914,1790,5413,3744,2285001,2922523,8,39752,3087,2745,1333699,301.18,614,504634410,CzarnaBrygada,"1085,08"
1974,268,15632,417,28,1956,863,1770,1814,3310,3612,1637203,1927466,8,28928,2464,3178,1504670,123.95,10773,540325833,tragiaskas,"704,66"
5858,9,30841,340,88,2101,1339,2685,2778,9394,5551,2893643,3316157,9,49254,3598,4355,1888471,211.48,2201,500051938,Szkaradek,"927,66"
4963,59,42631,364,94,2075,2335,4164,4319,4915,8577,6682311,6670419,8,76869,6263,7572,3120512,261.78,21355,599456275,baiyshbaiysh,"1072,02"
22592,224,137780,605,254,2562,6057,11136,9734,35346,21124,25968246,22142550,10,200112,20272,7065,12788713,396.39,65992,500897148,Fallen_Legion,"1642,37"
1780,0,9186,318,9,1309,416,936,906,2055,1851,769634,947599,7,14447,1267,3053,588037,173.3,6425,520483270,Rhinovieh,"885,89"
1782,2,21245,189,27,1110,484,1078,1174,836,2279,336410,543170,7,40213,1326,1400,430717,57.49,10864,525030704,lukykubi,"308,06"
27,848,1716,364,15,1479,328,422,474,58,911,465243,201001,5,5379,435,2163,331828,49.21,274,615397803,Pencenthenaz,"573,31"
13841,2150,66313,356,215,1961,4735,8736,9801,16528,18752,11659052,14705533,7,125942,9420,5767,6673308,215.69,40975,619748119,strangerroot,"709,13"
812,0,10748,256,8,1011,187,414,358,1846,780,195984,160844,7,21193,670,0,199806,0.0,0,623407198,RenamedUser_17188279,"881,27"
2276,0,8380,135,37,1054,647,1303,1519,6305,2859,173083,624026,4,27826,585,1086,386699,71.39,4362,515671285,Coquim,"57,86"
2146,0,11108,402,16,1931,678,909,799,2083,1724,1104268,958581,8,18067,1468,4967,693827,416.59,7167,569739389,__invasible__,"1297,05"
511,0,3912,207,8,1000,150,421,411,1059,840,139646,233072,7,8679,398,1299,173786,82.45,2376,628275858,14DaVaKin14,"339,92"
10662,1,51980,280,66,1377,964,3005,2941,9399,6012,1774858,2835026,9,135980,3924,2720,1680654,222.95,5164,621607882,__nikto,"619,26"
383,0,2934,162,6,761,208,472,495,1243,973,122288,221936,4,6086,345,981,157482,50.87,1604,523893178,Jack_warrior_23,"191,55"
494,0,4155,304,4,1502,133,292,335,380,631,226611,323727,6,7636,352,2644,191660,174.96,2973,613640713,Alex_Zalevskyi,"723,33"
8218,80,39618,289,94,2027,1945,4458,4882,9810,9434,4361876,5986071,8,70847,5319,4094,2721766,242.8,15020,502107701,szoser,"704,28"
892,0,5522,271,18,1692,238,496,529,1883,1043,314421,482250,6,12445,600,2346,282551,175.97,1221,503972474,_Phate_,"602,44"
3452,94,24777,339,52,1799,1011,1983,1963,4671,3998,1773271,1783333,6,43954,2754,2853,1356255,171.91,15657,604793309,Nnoitra1_81775155,"975,20"
9315,0,56594,393,150,2149,2343,6313,6757,14145,13220,7918031,12734504,8,81666,7617,6108,5194285,307.63,17000,637370186,Stalin1113,"723,34"
470,0,3486,244,12,1410,115,297,298,806,607,130627,207052,4,7377,340,0,148075,0.0,0,623191755,Deadcert_16459402,"511,86"
41890,314,192604,569,272,2475,7399,14768,11834,15588,26874,41959723,30358170,10,257699,30175,8932,15302849,570.54,128110,510228160,matthy070,"2191,99"
11862,47,41121,317,83,1829,1843,5255,6275,11847,11613,5250037,8910731,7,70581,5250,4009,3681865,201.93,26203,629444578,S_H_E_R_I_F_F_2020,"552,07"
680,0,2170,180,2,1176,104,369,435,2145,806,69714,260917,6,4577,160,791,145109,75.48,1223,632513966,RenamedUser_65343669,"60,81"
7268,90,18337,346,57,1725,992,2592,2860,4121,5509,2332238,2979873,7,34850,2875,4403,1905420,198.38,10102,655042944,AH0001HH,"620,01"
542,0,1638,121,20,462,156,297,381,339,698,48503,132727,4,6774,194,516,84117,101.7,37,507716396,lucasis,"24,16"
2145,0,16064,239,33,1233,1033,1790,2054,8827,3877,1154266,1738579,7,24975,1971,3104,926504,111.85,11058,517429309,Pius1970,"460,58"
725,0,2491,268,5,1493,116,311,344,1248,660,120591,288013,6,4214,267,1544,177056,124.61,1534,534201307,CiamajdaPospolita,"282,46"
3228,49,15979,272,44,1582,815,2109,2581,3901,4734,1516551,3665413,8,27284,1569,3881,1289200,136.09,8865,517912571,arcijsir,"311,49"
1274,0,12514,229,20,1258,331,825,890,2119,1735,440644,713758,8,23628,874,1924,397564,141.33,911,508246249,F_A_L_O,"488,46"
14035,374,70458,465,366,1860,9154,12816,12359,15920,25541,31265775,12829672,7,142079,23893,6955,11886635,216.95,24006,637352633,Chempionskii,"1608,60"
11602,19,72996,453,193,2331,4144,7397,7203,15924,14793,15962873,13178889,10,106509,12994,9091,6706750,299.4,47020,623312786,odil505,"1362,15"
987,828,6896,178,52,1121,671,1349,1707,970,3108,592296,1007460,5,17628,1013,2055,554456,58.49,3940,595503755,PsiH_oz,"193,83"
237,0,3520,200,8,729,286,472,536,792,1016,225476,382596,5,7584,557,1582,202860,59.39,2174,549062555,U3miprdel1,"314,64"
584,0,2360,198,6,1054,89,261,269,1127,536,92228,138656,6,5857,260,350,105891,121.36,49,618980942,RenamedUser_617121,"384,93"
27703,2120,105109,500,220,2427,5354,10325,10570,18155,21115,21220751,19076378,9,163301,16907,6603,10564415,420.66,77009,632821525,Blackjak_67451953,"1249,97"
577,0,3347,178,8,1107,214,561,609,767,1178,172811,403956,6,7641,465,1857,209236,64.04,1932,542672710,maciu_89,"201,20"
3056,0,16987,222,25,1137,735,1692,1781,2362,3498,844435,1398356,7,35919,1778,2749,776669,107.06,10216,512182336,BrayingDonkey,"404,64"
25687,177,94029,393,192,2321,3331,10473,11314,7786,21979,17143564,21973766,10,151740,11962,7014,8629008,332.42,61010,505903583,elitnik,"907,42"
1842,0,11343,197,68,1312,1141,1951,2178,3701,4197,1183537,1042841,9,28432,2388,0,827691,0.0,0,673331136,MITYKA73,"547,48"
3110,0,10595,264,23,1458,282,1223,1291,1730,2537,753136,1364373,7,17902,1127,2990,670750,176.71,6680,657469994,win_nepobedimyj,"539,42"
3673,0,19100,333,53,1852,1015,2309,2484,7592,4846,2358938,3207558,7,31409,3167,3853,1614128,235.02,6919,621821602,Vovan_3_,"736,98"
10457,0,34989,315,82,1581,1847,4756,4744,9267,9582,4268599,6262702,8,64321,5033,5337,3018429,249.4,23548,657176294,YANUSHKEVUCH,"664,02"
2257,70,32963,338,47,1559,863,1619,1685,5726,3351,1502119,1990326,8,55380,2081,3818,1133553,166.32,18959,604398884,se7enkill,"780,04"
9293,0,62846,349,166,2217,3962,7302,7857,20394,15325,9619151,13367599,9,93673,9512,4864,5348593,209.23,35156,600458051,goricont,"785,10"
2916,166,20711,286,49,1389,1768,2873,3173,7646,6095,2605013,3229404,7,45072,3061,3675,1745218,187.05,8259,504712714,maguilla,"517,29"
22263,0,118609,650,184,2969,5069,9380,7557,18860,17121,26459676,18338588,10,159155,18470,9232,11124791,459.96,80342,504545632,Almost_Dead,"2082,84"
829,0,4455,581,7,2110,135,299,250,669,556,352923,333562,6,6452,588,3522,322792,216.04,3260,517632398,Bartenfink,"1464,62"
2693,1,11372,223,34,1609,585,1608,1758,5648,3400,723724,1434005,6,21640,1468,2777,759777,125.69,2733,505973612,ProNo0B97,"345,99"
29025,257,206731,538,633,2340,14259,21220,23388,41733,45241,53515076,58884254,9,307243,34800,7147,24323247,376.07,116721,502576878,pavlos60,"1072,72"
878,0,6790,228,21,913,493,635,708,2189,1364,371995,643022,7,14526,754,0,311272,0.0,0,501427754,Rapper61,"413,80"
397,0,3807,259,10,1155,179,338,308,507,656,185616,123819,9,6333,642,1507,169866,67.36,3058,518801393,_Maganyos_Farkas_,"850,74"
3993,21,24147,341,65,2030,1146,2837,3444,1718,6346,3111332,5184531,8,52598,2759,6128,2163110,182.42,14926,522470743,patrikfari,"579,65"
2796,11,18783,163,55,1091,1432,2680,3381,9186,6116,710023,2345588,5,49276,1354,1878,996251,74.9,9225,516912006,joejien,"67,75"
2699,17,12455,290,20,1581,538,1587,1788,1126,3395,1334069,2469751,5,19201,1363,4412,985905,153.32,8306,554576555,Shadowgamer_129,"495,48"
3941,91,19801,291,68,1800,883,2352,2785,3849,5205,1821608,3794102,5,55896,1819,4252,1515308,165.23,11163,611388981,_Tankist809_,"417,66"
24928,421,132385,591,357,2499,5773,11907,11544,37359,23808,27915691,27020648,9,184942,21699,7126,14060324,433.11,65816,597159172,alexkma,"1454,72"
1528,0,9495,372,13,1739,360,603,506,3017,1122,567931,484940,7,14548,994,2485,417588,207.52,6664,677725704,Frenty_inf,"1549,62"
4956,65,26515,306,42,2101,1045,2738,2969,5141,5749,2563314,3925862,9,45419,2937,4169,1759587,181.67,17633,625982168,VALERbI4UA,"656,89"
8320,298,50023,425,105,1859,2227,4259,4095,7503,8459,6531529,7150375,7,89531,6264,5552,3593515,303.44,21511,500805833,Daniel_OSW,"1179,82"
20003,148,87054,453,197,2198,2961,9393,10027,6326,19617,14785312,19298952,9,133663,11397,7635,8878443,267.37,59866,628666701,vaniadenozaver,"902,74"
71464,332,261724,406,675,2370,9841,28444,31545,34980,60664,29742946,51654771,8,451348,27281,4435,24630455,284.15,176895,530449482,First_to_Die_1,"640,80"
4485,0,15768,239,36,1466,820,2487,2970,8577,5493,1507358,3799397,5,27015,1678,2375,1315522,144.62,9021,630938370,Lexy_007,"287,83"
980,0,6135,201,15,963,373,955,1120,1921,2090,375243,931843,5,15375,799,1861,419348,89.72,3521,605342949,dimox_1,"211,80"
2166,0,8374,157,32,839,315,1017,1209,2907,2258,233593,593765,5,16688,584,1310,354974,73.93,4594,518375814,predatorjack77,"96,51"
1323,435,10834,301,35,1377,839,1238,1387,843,2660,1121480,1123699,5,23676,1726,2169,799451,115.32,7046,635243230,333g_voin33,"649,06"
11689,0,77439,555,192,2620,4657,6980,5553,22826,12725,16281212,11213549,10,110053,13721,7811,7062087,504.21,31951,621023278,Krovill,"1838,14"
11067,233,49860,778,113,2744,2159,4408,3589,4791,8110,11034846,9965777,8,73594,6897,7433,6308655,482.27,35707,574657758,DghostD,"1604,49"
59902,96,277701,492,615,2973,13716,26351,26740,31831,53706,58171482,56059108,9,397889,44782,8366,26432771,390.17,160308,507100077,s_TR_iKer47,"1331,98"
53748,483,341686,452,712,2580,16167,26546,23812,73772,51070,43625689,38274203,10,526358,44583,8037,23094756,270.27,235821,594728808,sanymem74,"1352,71"
3238,75,23474,317,46,1826,1007,2332,2740,3163,5118,2151746,3085317,6,41456,2615,4577,1624301,150.08,14483,541047250,piotrek2v1,"642,20"
848,287,13316,319,43,1742,600,991,1107,1166,2141,962082,1133644,5,26095,1439,3276,683075,132.71,7477,595050387,Martin_1967_131597960,"831,57"
87978,678,223211,539,722,2527,8916,22468,21972,67102,45162,47153941,51411202,9,332057,33526,7652,24330949,630.32,92597,597913514,_RastamaniwE_,"1227,03"
1771,4,8047,199,17,1073,304,955,1279,1711,2251,374622,1269179,5,17876,633,1674,447010,106.67,4355,513301849,zahorec_lukas,"141,37"
787,0,4813,245,4,1142,138,387,379,1535,770,87100,131108,7,12676,421,627,188377,44.99,3012,545762631,MJU_TWO,"338,67"
858,82,3779,254,7,1730,141,453,540,392,1000,296881,535558,5,7622,462,3496,254417,127.26,2167,556765806,Timi14__1,"471,79"
137811,1056,542581,515,1221,2365,26129,56306,52350,85338,109877,122514738,112963303,10,777045,92134,8888,56621187,428.3,301045,595271720,Gromers93,"1432,64"
417,5,3391,282,6,1329,137,316,298,775,620,230756,380346,4,5478,329,1808,174908,167.38,2139,599466684,potuklnb,"700,05"
13970,1009,89267,476,278,2163,7531,11659,13935,17426,25872,17106576,25555995,6,141454,12963,4934,12305394,255.76,57025,516704644,adamiak978,"591,84"
1375,1142,19268,437,65,1628,1597,2058,2183,4746,4306,3410857,2808334,8,32873,3285,4082,1882704,167.85,9282,508274564,Cebuine,"933,14"
3361,222,22057,478,68,2207,1128,2421,2484,6559,4973,2953859,4889205,6,35912,2626,4859,2377799,209.25,12167,595202567,Silver8pz_90930735,"669,72"
1042,21,3767,197,8,1391,152,569,677,885,1254,170019,420202,4,8780,362,2090,247359,85.73,2132,595966795,RenamedUser_6861792511,"206,75"
21097,543,71378,422,176,2272,2881,9056,10221,11736,19453,14003421,18345609,8,117297,10960,6375,8211859,270.41,50621,518580516,vojvodina_c,"812,28"
1951,0,16489,183,51,1406,773,1608,1743,9651,3402,734118,1174178,5,31412,1410,1864,622651,77.34,11404,568303087,DolgaCevka,"423,18"
586,0,4378,343,1,1296,121,321,277,1103,599,288904,258069,7,7469,513,2543,205392,171.0,2911,657716641,RenamedUser_39856596,"1201,87"
41392,777,254164,750,490,2631,11093,19685,16158,51710,36333,52931442,39225539,13,387819,39005,8380,27255118,451.12,141801,600855960,MaEsTRO_ua_MaX,"2003,88"
2428,0,9905,252,29,1699,411,1311,1486,1925,2826,1063364,1430932,8,17352,1842,0,713510,0.0,0,505280041,KAPMA,"573,55"
5235,100,37466,455,85,2262,2291,4088,4616,4370,8789,6000638,7814569,6,61918,4751,6524,3999606,196.56,23992,516912427,staude64,"739,27"
29202,10,272353,416,438,2526,15112,21603,20122,42012,42163,27592987,27056877,9,427686,36980,5973,17521531,227.65,175482,506665969,bubak64,"1207,00"
3344,35,14039,234,49,1518,637,1922,2289,1751,4260,863481,2173014,6,29951,1464,1927,998522,134.42,8565,595783835,IvanMaksimchik,"250,59"
1033,0,6570,251,33,1223,566,913,1028,2301,1974,659284,1065744,6,11625,1045,1876,495439,129.07,142,619981217,RenamedUser_3961838,"469,74"
3449,221,17794,287,49,2085,909,2013,2207,4817,4269,1882960,2433039,7,35057,2200,4337,1225428,210.5,4933,507107504,jannis368,"670,01"
30192,1071,140439,509,246,2156,7381,13998,14744,21681,28988,22616453,26204956,8,228277,19652,6360,14749115,311.81,93618,515437188,kliemt1,"928,09"
218,266,2579,524,15,2673,175,266,291,409,572,370407,203791,9,6153,457,2537,299883,102.17,1603,616507170,BlackArchiAit,"1144,71"
