spotted,battles_on_stunning_vehicles,hits,battle_avg_xp,draws,max_xp,survived_battles,wins,losses,capture_points,battles,damage_dealt,damage_received,max_frags,shots,frags,max_damage,xp,avg_damage_assisted,piercings,user_id,nickname,wn8
1316,0,29467,321,4,1260,113,261,287,821,552,140587,114238,6,59699,512,2502,177154,72.57,13342,612800639,piratpiratik1,"1168,83"
768,0,4631,237,12,1063,224,477,465,2603,954,261702,362603,7,8031,652,2031,225707,104.03,2326,502564563,donkixotis,"621,59"
14662,321,44262,409,169,2194,2896,6596,7128,16651,13893,6700177,11373078,7,69182,6082,4054,5688160,267.99,24377,604787798,flamedragon_1491628,"561,69"
78017,325,262800,438,447,2447,12421,28142,26641,50628,55230,49577032,49481368,9,419772,43319,8076,24200985,344.69,188278,597250014,kochuk1979,"1231,37"
5639,1937,24437,286,138,1652,3504,5860,7601,14807,13599,2917833,7757555,5,56605,3410,2892,3892524,125.62,15842,508709509,Francisdrake14,"118,67"
597,0,3901,275,4,1274,193,389,359,1272,752,151968,259756,7,7155,435,1623,206600,85.57,2298,538324051,MaciejDrumm,"459,36"
752,0,7931,162,12,948,90,370,399,349,781,76707,168205,4,22768,308,722,126680,63.73,3847,630307156,RenamedUser_39090984,"183,92"
51780,554,243961,659,508,2982,11108,21880,19530,46919,41918,60729408,48680435,9,353710,38880,8231,27635789,467.46,183421,621821283,Andas_Jr,"1661,51"
516,0,4020,204,12,875,292,484,478,1041,974,199306,267450,6,8388,610,946,198385,130.52,495,500470911,jachura393,"479,93"
1766,47,7775,219,30,1424,524,1249,1482,4003,2761,578025,1417508,6,19104,890,2624,605681,136.4,4134,600024940,D1415_92669084,"251,76"
1938,0,12134,229,16,1369,545,1183,1229,2828,2428,742531,816430,8,22943,1575,438,557167,34.99,126,621128636,RenamedUser_7455937,"688,03"
16958,146,69808,248,194,1635,3619,9583,10607,24873,20384,6037952,10644550,8,170262,9452,4463,5052697,176.39,34224,506688433,Esanator,"410,17"
3656,4,26359,292,103,1708,1915,2815,2987,13113,5905,2977430,3084834,8,42447,3789,2738,1725538,220.44,957,502019736,Gabri_11,"804,75"
424,792,2584,202,7,1018,467,777,948,1567,1732,407023,492757,4,9036,619,1887,349503,51.64,1850,548860992,ALOLO276,"242,46"
1055,0,7812,192,18,1264,250,614,696,2504,1328,210963,376330,5,20733,576,2339,254423,77.41,4317,521943806,AngsieLaLa,"324,77"
2350,0,10919,267,40,1639,526,1275,1617,2597,2932,732123,2176451,7,22849,912,2947,782583,188.59,6538,625148333,Odessa_Mama13,"191,58"
28407,827,161215,494,377,2286,7202,14439,14243,11503,29059,32944135,30883571,9,240273,22330,11564,14349271,386.58,111289,632761819,bokosh_66979814,"1358,48"
29014,1149,183658,728,334,2645,10818,15989,13837,9137,30160,43785606,26137777,12,299040,28932,9127,21953605,390.14,126657,516464290,Onu_Heino,"1792,48"
33638,28,159663,391,282,2010,6976,16075,17103,35958,33460,17557975,27272404,9,226237,21620,6764,13076068,285.56,103663,604122300,Arowdefens,"749,77"
753,0,4054,288,6,1209,115,303,337,777,646,205921,339538,5,6295,290,1517,185761,150.96,2237,585415607,SlavtheChav,"712,00"
1984,459,14413,269,31,1301,933,1695,1929,3661,3655,1303493,1832654,6,26100,1745,3433,983047,121.99,7539,629013461,Volvo_edition,"511,95"
8572,399,45357,370,119,2024,2341,5073,5273,6927,10465,6379828,8952520,8,70920,5807,5517,3869442,246.57,28542,551882049,younus_punisher,"761,26"
2344,42,9882,265,20,1970,443,1303,1482,2482,2805,864586,1573487,7,19456,1221,3416,742033,152.09,5939,631687237,mr_ky3eHbka,"427,59"
2650,41,18603,347,37,1860,979,1745,1885,4781,3667,1664416,2170552,7,32219,1994,4989,1272716,173.44,11588,541720426,Seijin5,"705,80"
6968,0,36122,378,93,1746,2357,4583,5227,7975,9903,4313281,7580591,7,52931,4634,4225,3746777,220.09,20626,623694127,VitaliyLion,"506,67"
968,0,10899,246,19,1212,749,1457,1700,2501,3176,957911,1676292,6,18891,1510,2749,780275,122.91,5136,509154958,maestroba,"390,40"
12729,569,60961,369,135,1985,3128,7112,7710,13415,14957,10533041,14970644,10,101284,8262,6502,5515755,284.08,39392,512831445,krystian120,"764,99"
2411,30,12066,341,23,2058,608,1184,1221,2271,2428,911077,1088404,6,18304,1504,3176,828781,178.28,7760,512347083,NOR_Spitfire,"696,15"
2335,123,14045,697,43,2202,702,1187,1154,1654,2384,2878222,2732274,8,20878,2220,5238,1662289,438.99,9977,636048173,Lcold1993,"1407,79"
32266,0,166618,575,411,3011,8036,14088,13082,34695,27581,32362067,28842213,9,269582,26458,7712,15862291,505.18,51239,656808321,Rigus79_874434,"1560,35"
64891,2211,272500,452,586,2539,12346,27539,25715,65859,53840,50932535,48485624,10,394027,44862,7752,24311498,331.51,138037,596197517,mehvod1945,"1357,21"
1236,43,8244,241,19,1208,454,997,1127,4369,2143,636378,1038830,6,14997,978,3136,515747,110.01,3902,505881171,LucasSilver77,"436,73"
1169,0,3267,603,16,2210,136,293,294,732,603,453717,519796,5,4664,412,3780,363546,619.21,2376,595363412,OtamaN_VSP,"1222,42"
380,0,3039,144,6,690,126,299,392,1250,697,66457,154881,4,8931,220,814,100544,53.7,1653,623501698,RenamedUser_17484238,"115,47"
133624,1167,587768,815,933,2828,28545,48629,35696,131828,85258,134847897,86911656,11,833387,102578,8458,69512927,613.73,383794,508240744,ChaosBreed77,"2302,69"
10125,487,46437,513,84,2174,1860,4432,4423,4300,8939,7631024,7851509,8,79411,6270,6827,4584147,290.43,28388,525764931,Patrik_Cro,"1199,95"
1225,0,8750,246,6,968,135,329,307,462,642,116593,118377,8,20518,661,1193,157827,67.41,4869,537614893,Kaja0,"670,14"
233,0,1241,89,15,351,120,235,256,224,506,14117,59296,3,11652,67,0,45105,0.0,0,620521956,RenamedUser_5798092,"56,74"
143,0,1216,117,10,538,147,266,294,573,570,46833,70401,4,4602,227,581,66719,21.36,613,511088655,spaarvarkentje1987,"162,04"
647,0,983,217,9,973,68,278,279,572,566,35180,171413,3,2578,69,1020,122540,89.95,595,628080552,RenamedUser_30309972,"85,53"
11082,1694,51047,406,168,1942,3482,7335,8321,12197,15824,7482567,11251575,9,90562,6708,4211,6427916,195.07,26191,601133521,tanksdeath_6963572,"503,40"
5653,219,39895,362,37,2013,1112,3032,3076,1368,6145,4293181,4724710,9,63793,3635,5228,2226519,194.67,24433,543387311,pan_da_,"970,62"
591,0,4265,171,6,694,196,450,463,2476,919,107832,243551,5,7372,367,791,156927,65.12,2259,532547345,BZHtonyFR,"219,65"
703,0,3641,219,7,1062,154,420,440,796,867,186872,242810,7,7042,519,1031,189646,102.66,1341,509826538,FabioFE97,"535,46"
486,0,3686,228,6,1121,243,533,592,1365,1131,246312,536454,5,6968,442,1772,257610,91.09,2310,539448544,Turkish_Samurai,"295,41"
9364,54,49233,351,144,1902,2084,5987,6795,10113,12926,7538117,11953434,7,76261,5703,5232,4538329,186.19,32435,525787634,Davido_Zidanum,"661,71"
8120,74,23827,242,74,1717,1077,3350,4041,5324,7465,1876917,4448669,7,44551,2310,3939,1805805,141.61,14012,627304928,Igor_Petrovich_57,"277,39"
43225,588,267642,592,785,3145,14002,24838,22347,39917,47970,75412408,59393783,10,404284,45338,10357,28386151,402.48,157589,596271214,Mr_yorqinbek,"1661,73"
3157,0,16902,294,93,1445,929,2384,2875,4767,5352,2040746,4797065,5,30310,2030,2927,1575413,169.37,8686,634608675,DedDomased,"386,19"
2392,0,12831,150,50,817,540,1439,1640,3250,3129,369336,751775,7,39372,1154,1381,468067,82.27,578,502206080,tunin,"150,81"
3423,0,23242,346,72,2026,1599,2894,3036,10065,6002,2911357,3316049,8,39602,3729,2891,2076801,209.73,1971,621965511,NextImperator,"764,23"
1911,0,16082,364,45,1951,769,1374,1235,1708,2654,1463015,1386161,10,28766,2091,3669,966736,179.11,8613,504354498,themisGiant,"1082,00"
17126,1059,69715,703,156,2618,2855,6215,5713,3923,12084,17464492,14011656,9,103272,10080,7790,8492019,493.58,52320,544556250,sody03,"1640,89"
29016,295,93744,485,246,2272,4496,10764,10518,19798,21528,18602158,21738527,9,157701,16507,8308,10434364,460.88,49449,620177599,zabi9lka,"1056,09"
5494,15,23743,319,73,1486,1330,2855,2970,7069,5898,2453901,3265583,7,39294,3469,3283,1879679,192.75,4284,624276116,Menaia,"713,86"
1468,0,6482,326,4,1833,265,742,732,1268,1478,319306,500848,6,11389,775,2564,481581,106.33,4172,503897625,kalkforever,"489,51"
3420,1,16142,532,28,2093,467,1373,1895,2120,3296,2481004,4218323,7,22601,1750,5863,1752859,315.54,10253,568640938,Black056,"717,91"
1314,0,6768,283,10,1287,480,861,1016,2488,1887,570577,1101324,5,12064,969,2999,533343,143.62,3909,509422530,dobrasek,"433,49"
3172,0,12027,148,36,1195,536,1290,1513,6054,2839,243616,623572,5,38982,930,1061,419482,77.61,4672,510394811,FANIPOLI,"89,06"
4156,13,24746,261,69,1224,1947,3602,4130,6158,7801,2845928,4527801,7,48840,3175,3029,2033290,145.98,15825,532765941,FlawioSS,"461,83"
2088,0,6719,207,27,1158,381,1095,1094,2725,2216,501352,849694,7,15840,1110,0,459126,0.0,0,620983156,RenamedUser_7058581,"440,84"
73,0,1116,194,6,904,277,425,507,73,938,113721,177279,3,4434,200,0,182117,48.36,330,513711594,stayonline,"64,10"
20211,214,114921,478,239,2214,5064,10799,10721,8661,21759,18588767,18867931,9,176790,16745,7499,10390508,245.01,82161,602990234,TezMic,"1187,82"
2258,5,15277,186,48,1461,859,2033,2384,2868,4465,619828,1445829,8,44938,1627,2361,829026,90.23,7191,504850462,minityzon,"156,51"
14880,1652,54559,336,290,2124,4119,9475,12086,15119,21851,8876161,17611693,7,110617,7329,6439,7345139,199.79,32654,595274212,vovan_1000_304,"322,93"
10548,0,54106,621,223,2355,3753,5883,4343,18025,10449,11211022,8903585,10,86912,12725,4852,6491964,246.17,2874,500242742,RobD,"1726,55"
1976,10,15557,333,33,1953,845,1739,1961,2736,3733,1774374,2239333,5,29514,1896,4346,1241918,152.39,9733,527147203,LeGoldenPotatoRO_YTB,"609,35"
57262,1916,218357,403,520,2415,10140,25589,28262,42544,54371,38112262,59288335,8,363549,29494,9027,21885904,312.57,121099,503973804,arny1977,"730,68"
578,0,4422,174,10,930,193,384,386,2089,780,116411,150514,6,8979,496,0,135650,0.0,0,619898915,RenamedUser_3690108,"429,84"
39875,13575,240123,334,1030,2010,25005,37506,41690,83097,80226,41489768,48149394,9,509238,44363,5273,26778902,154.98,156023,600073826,vla_780_65743650,"596,59"
2651,0,23393,445,41,2269,1245,2036,1815,8126,3892,3246345,2751550,7,34277,3544,5093,1730203,301.35,2057,622416034,TheWinner_1_13498111,"1467,89"
839,0,8285,151,14,875,418,840,878,1351,1732,151722,397109,5,29509,538,1044,261309,49.08,3884,529383907,Snajper800,"103,50"
737,0,5981,212,8,966,141,459,608,702,1075,238102,533818,4,12746,409,1617,227987,123.83,3219,635660428,vlodika4321_graf,"241,10"
37369,2422,293293,579,998,2411,18507,29366,27856,59213,58220,68916663,57667281,8,486722,47861,8796,33726151,290.08,199059,595182284,KYBERTEROR_23270598,"1311,96"
969,9,6668,171,5,1127,326,745,862,1969,1612,191576,522854,7,19341,529,2735,276003,74.79,3687,620510679,dat_boi_5764468,"133,91"
55660,4095,245071,477,702,2492,13633,30779,31662,30346,63143,59596455,63939715,8,421250,45883,8298,30092511,311.39,145283,502244644,zody,"1041,56"
10979,51,64051,305,132,1695,4459,7689,8191,26688,16012,7828290,10179574,9,97400,10240,3968,4884240,191.75,39088,509298128,dil67,"701,14"
2083,25,10482,252,34,1204,448,1250,1458,2076,2742,689106,1533619,5,18755,994,1948,691827,155.61,6263,633566694,sjawa_160,"342,91"
1189,0,5460,182,8,934,280,762,790,1078,1560,209461,430567,6,14755,499,1313,283765,89.08,2844,503755309,Zaxaris,"245,55"
3014,9,9908,179,32,1305,606,1665,1907,5760,3604,475058,1304640,7,23318,979,2227,644529,97.61,5436,627342210,malayanna,"125,96"
17210,1765,83038,364,277,1896,6637,12356,13919,26308,26552,15192739,20041275,8,154960,13883,6102,9661762,206.04,42731,655138488,vaxavvv,"656,41"
5631,21,23114,487,25,2190,888,2248,2383,5404,4656,2543638,3536679,7,36181,3267,3972,2269454,215.41,15147,522291278,Montross192,"877,44"
979,0,11421,192,26,1230,539,892,972,7577,1890,346120,517599,6,30013,897,1802,362822,67.82,5975,515072778,eliasfager,"349,49"
3401,0,15022,404,14,1952,376,1200,1026,1654,2240,1171603,1139671,10,24208,2011,3049,904554,192.19,11521,632807295,ZaBaNiLi_OcHoBy78rus,"1322,25"
13250,1272,77646,405,157,2327,2931,6605,6502,3070,13264,10037589,9322052,11,146502,10107,6779,5372308,263.23,50790,518512375,FreedCZE,"1166,73"
803,0,2943,136,16,931,99,419,483,626,918,65555,178276,6,8684,267,1194,124680,53.73,1812,626865752,RenamedUser_26745565,"68,61"
10320,0,54345,282,131,1757,3283,6965,7949,14220,15045,6176757,9826874,6,111728,7398,3572,4244366,192.21,34189,619334321,goba1977,"511,45"
697,0,5017,167,12,891,358,662,791,1902,1465,237012,414763,6,10329,600,1316,244776,60.43,3192,629240617,ALIEN80_34098183,"251,87"
1483,0,8998,98,53,553,705,1179,1501,1905,2733,105096,354956,4,36709,619,436,268998,28.82,4892,518175915,gl411225,"29,67"
1218,0,5270,198,8,891,162,584,718,636,1310,187176,453476,5,16013,401,1286,259206,111.67,2080,621954397,rizataka,"148,74"
4070,0,29293,382,79,1682,1683,2658,2662,12918,5399,3107067,3433784,9,47703,3899,2741,2060703,217.31,1275,618781957,asad_11139,"862,77"
261,0,2126,161,6,752,165,317,382,863,705,84858,240602,4,4442,214,1126,113183,49.13,1399,518808984,SkYkiwi22,"102,17"
17132,0,87952,557,213,2304,4195,7900,6257,13913,14370,13705084,10216848,9,158406,13311,5752,8001226,426.64,8904,501114205,Autopilot,"1670,27"
1812,787,13256,274,42,1362,1017,1850,2190,2505,4082,1404996,2304086,6,32943,1691,3597,1116674,122.22,6158,594807339,Salinger_,"367,72"
8066,619,42813,293,132,1766,3177,6201,6921,9129,13254,4331275,7308730,7,73504,5982,2811,3877393,154.04,25325,637684760,slaventii73,"455,08"
14098,0,46304,236,175,1365,2304,5712,6215,10550,12102,3121257,5921107,7,89343,5014,2617,2856046,193.28,3841,619235147,yarus75,"423,33"
1019,111,8722,419,35,1674,672,1020,1197,1562,2252,1628494,2106550,7,14855,1330,5180,943450,251.51,5742,545354349,Salwadore99,"750,20"
5318,108,28701,583,38,2231,1095,2226,2186,4173,4450,3262872,3842095,7,47355,3209,6074,2595964,321.09,17485,504864864,Lastgravefox,"1046,80"
137,0,868,69,24,530,145,225,302,296,551,15291,46267,5,3745,114,0,37782,0.0,0,655161464,RenamedUser_15932588,"0,00"
17791,1060,70768,366,222,1840,4065,8758,9480,7083,18460,12861795,16558435,8,111616,11000,5600,6755909,352.3,23838,501750761,Z_Haktar,"782,68"
33615,2603,313032,544,977,2407,21623,32330,32881,41108,66188,72967767,72396507,9,466568,52830,7665,35994143,324.05,200607,596190458,19stalker80,"1152,56"
3252,0,17121,295,36,1917,613,1741,1862,1715,3639,1316391,2227762,6,32080,1815,3460,1072845,139.65,10167,531311455,Cool_Guy_2015,"586,14"
1111,258,13121,418,61,1803,987,1442,1790,1424,3293,1647206,2018403,6,27699,1587,3619,1375744,164.73,6097,500357984,BarracudaVape,"507,02"
8005,801,57647,569,181,2769,3162,4981,4531,9954,9693,11569612,8839088,8,92361,9249,6798,5515933,309.27,39697,598337370,Titan_1000_490,"1595,84"
1151,0,5109,280,17,1586,171,586,684,1825,1287,360609,1011485,7,7716,381,2028,360812,175.6,3036,603080539,moreman365,"307,48"
5312,603,40685,510,176,2448,3012,4535,4275,15433,8986,8035626,6293873,9,66992,6788,5089,4578711,289.92,12480,502472323,Evolution96,"1205,31"
873,0,3193,145,18,652,131,358,449,1246,825,84850,198554,7,7248,321,230,119585,78.14,17,501986069,sparnhawk,"127,10"
31675,2081,159748,365,540,3011,8498,16515,17279,38973,34334,20671055,21761767,11,344928,24221,6430,12524611,214.29,90806,602266289,dzubi4,"907,57"
5658,97,23248,634,56,2352,784,2171,2256,2147,4483,4383236,5169185,9,37679,2731,4989,2843584,349.05,13727,575960066,Brolaf22,"1039,34"
1392,0,11988,168,27,1445,503,1191,1365,2701,2583,380526,746853,7,33408,1024,2230,434878,86.92,1970,503789020,filip878,"207,95"
660,0,4238,435,15,1698,210,635,724,1128,1374,783896,1409224,5,6640,536,3899,597789,196.69,2604,553222568,Astroin,"507,92"
36984,74,176228,743,455,2496,11972,17212,13291,30424,30958,49079663,35402251,10,256537,31981,9168,23003867,619.22,86037,504933788,B3rndB3,"1829,66"
321,86,4568,496,9,1484,271,314,263,823,586,406371,206322,7,7693,689,2597,290879,135.25,2969,572741139,MGTOW_Gaming_YT_Krauts,"1757,48"
17651,3273,172127,348,324,1880,6083,12094,13277,27917,25695,14197580,19169422,8,333864,14052,5081,8950066,193.55,92397,551190346,Oneshotmen_PL,"656,63"
1238,0,7684,229,19,1436,355,944,1106,2325,2069,500128,797546,9,15185,897,2595,474122,115.31,1272,655190293,DeHic22,"393,61"
629,0,4859,239,16,1071,388,633,657,2504,1306,404113,527661,5,10946,757,0,312523,0.0,0,619870355,RenamedUser_3584826,"564,40"
1750,266,12894,525,50,2045,741,1367,1588,1968,3005,2246708,3618314,6,26154,1618,5369,1577053,292.86,6297,665919499,GenFrogr,"714,13"
500,0,4171,248,5,1068,221,431,431,2142,867,224451,328894,5,7690,457,2468,215224,92.13,2422,535791334,bastibuuh,"487,12"
1298,0,6854,256,13,1439,294,787,885,1749,1685,531379,773697,8,11206,865,2462,431773,121.65,4285,511236686,Kiradeos,"494,50"
24497,231,126857,626,205,2553,4628,10615,10218,10720,21038,24330818,23962924,9,179718,16850,6903,13160326,387.49,90329,542692832,BLaCKEAgLE_ALLY,"1408,74"
3889,63,23245,634,70,2463,1241,2464,2358,7179,4892,5710147,5059966,8,35007,3729,6257,3103542,267.31,15725,603654335,DmitryKudr_1,"1302,65"
596,0,4178,360,10,1605,234,379,343,2812,732,291505,481894,5,7395,358,2480,263860,207.46,2649,531325470,N0zzie,"656,33"
8323,27,41321,399,107,2448,2329,4724,5020,9556,9851,5279052,5933390,8,66788,6885,5952,3928092,182.21,20080,507686286,Neveralways,"837,45"
4886,335,41363,423,124,2166,2071,3361,3403,5729,6888,4246933,5002574,8,71191,4514,4975,2911602,192.75,25273,557019537,LordZapptos,"855,03"
1154,2,7706,218,12,1291,250,692,738,1335,1442,221151,387534,10,17414,791,1565,314591,73.73,4431,634448128,bond7_2017,"335,85"
765,28,4583,192,20,940,335,645,742,2275,1407,262634,491284,6,9403,679,1618,270811,112.12,310,507289696,bigreaiqua,"287,92"
4935,165,23859,343,81,1984,1817,3508,3719,5488,7308,4511409,4509084,8,37484,5361,4606,2507714,184.01,17125,623248432,desconhecido_16642401,"929,49"
1118,0,13717,238,41,1338,1021,1701,2123,2499,3865,849135,2723498,6,34141,1084,1941,921385,112.04,6564,514323087,Loredonel,"135,93"
10247,0,70792,614,219,2190,4088,6306,6160,19721,12685,17995600,10838786,8,114116,14001,7964,7793072,302.38,18675,500118566,KrautGranate,"1847,67"
53566,3573,248611,560,559,2522,14135,21724,19365,62312,41648,42684788,35780492,10,378427,38193,7229,23311060,418.37,170842,594726634,Senior_Adelante,"1491,22"
17332,748,130193,592,205,2823,4656,8672,6991,10361,15868,18459413,15243621,9,210589,16113,7832,9401558,346.01,85412,594910052,bateroid,"1802,59"
1001,0,5822,414,1,1750,211,436,347,612,784,478011,373478,7,9849,817,1884,324754,190.14,202,622004221,RenamedUser_12003888,"1682,44"
5788,193,28133,392,84,1647,814,2930,3147,4787,6161,3666302,5884805,8,47828,3150,4990,2417712,314.67,16410,600516861,UD0,"669,71"
9992,420,49342,353,93,2061,3053,6643,7202,4733,13938,8672039,12712002,7,76406,8829,6224,4925806,228.96,34492,531361618,Anar_Yasamal,"748,12"
30499,1921,222020,363,328,2060,9781,18044,17812,32669,36184,22307839,24914013,9,396400,27628,6303,13138375,209.6,139983,595780568,YRaaa100_11885306,"942,55"
8424,886,65566,423,162,2159,3584,6060,6360,16121,12582,10358487,10056824,9,124973,9055,6409,5319772,241.42,41364,601122228,Cima2002,"1066,43"
593,0,3906,267,5,1045,135,354,362,422,721,189578,353913,8,7923,376,2032,192263,129.54,2402,607810036,RenamedUser_70982955,"475,86"
800,0,7921,285,10,1513,314,555,381,1167,946,282739,233760,7,18376,940,2402,269596,71.24,5770,505022930,wawan4774,"1095,63"
44786,193,262686,475,383,2413,10273,19068,17434,40499,36885,36253363,31785931,10,409782,34237,7317,17538077,413.49,150319,604304208,lom19781003,"1483,61"
216,0,2057,143,5,889,117,231,301,729,537,52857,129903,4,7098,178,965,77033,51.86,786,509786484,MyLittlePony2,"79,24"
690,0,5490,321,19,1505,251,473,639,1208,1131,361736,924766,7,9397,423,3001,362550,169.81,2955,654836469,THH_Maverick,"293,96"
766,0,3797,169,6,890,62,282,311,389,599,58798,138398,4,8501,214,768,101071,92.89,1824,630730253,RenamedUser_42009816,"178,56"
26732,242,230183,614,591,2796,13257,19515,18550,63571,38656,48070501,34060878,11,378873,40247,8699,23736976,311.84,117587,502119949,Huckli,"1508,55"
20938,49,145667,640,287,2502,8392,12115,10384,27205,22786,23466273,16542574,10,244674,24496,6811,14586943,347.9,64688,603544231,Aurora___Borealis,"1650,80"
21774,1210,145286,429,323,2141,8991,15478,16663,13217,32464,23042519,26896577,8,245997,19112,6436,13938941,264.55,93402,510841980,ludvak,"857,17"
895,0,4887,125,28,724,349,794,995,1936,1817,146350,422721,4,16639,451,0,227623,0.0,0,505471127,patryczekrecki9,"36,65"
7445,2055,47529,306,188,1646,4264,7919,9849,6915,17956,8511198,17253755,7,87224,6954,5518,5490374,191.48,26731,525565209,csoki723,"337,26"
42299,2632,234638,451,642,2571,10234,21942,23709,52635,46293,32022823,40080140,8,399724,27841,6834,20856312,278.75,146827,634235109,chipukabra_77130703,"856,80"
3168,204,17973,465,52,1977,965,2134,2620,3279,4806,2809827,5083833,5,29681,1825,4739,2233955,219.82,10178,505242319,sergentkev,"516,83"
86648,0,256600,627,584,2537,7741,24471,25482,31357,50537,56486709,69331866,9,333948,34667,6771,31690867,518.16,188599,520926900,borsuk1981,"1109,18"
1464,0,6317,597,8,1808,79,333,309,115,650,636317,610826,8,8258,486,4915,387810,555.9,4583,615994775,QLOLi,"1614,77"
663,1,7605,229,12,1253,323,600,660,1754,1272,312486,391049,8,16588,818,2044,291663,77.68,4755,521922703,Leitokg,"510,75"
1618,0,6733,289,10,1304,322,652,659,1308,1321,445279,543258,8,11119,874,2493,382205,191.92,4521,532828273,Rapicavoli,"778,19"
1327,0,5926,249,26,1668,357,784,895,2348,1705,537949,931448,8,10854,912,0,424228,0.0,0,619860723,RenamedUser_3549992,"502,36"
274,0,2798,236,12,1129,160,278,244,833,534,141077,210517,5,6622,310,1447,125808,146.11,135,507247790,xRusekk,"550,52"
25395,231,155373,474,311,2635,8868,16079,16077,26169,32467,29683763,28029325,9,251287,25103,6755,15399106,294.29,89106,595602333,___NK__,"1194,05"
348,0,2623,142,11,845,127,312,385,377,708,75702,129986,6,9255,309,856,100479,49.03,1765,625887411,RenamedUser_23885243,"155,05"
2901,0,16522,360,40,1786,699,1565,1624,2801,3229,1705486,2359803,7,26359,2012,5196,1162854,251.76,4444,622450465,Hodok3aPuVoM,"833,14"
13703,762,51924,483,135,2235,2189,4597,4433,10023,9165,7792586,8654223,7,101439,5881,5266,4430114,475.26,29932,595761944,nas_40,"1172,66"
650,802,4720,211,36,1623,598,1035,1319,782,2390,602805,799591,5,13494,751,3557,505006,57.76,1672,655304813,RS1_33_17,"229,12"
31001,363,156896,368,232,1828,6122,13325,11947,12706,25504,15435834,13148368,10,284726,22421,7024,9395612,260.97,92708,506139864,golf_november,"1336,77"
610,0,3812,336,12,1475,143,372,475,450,859,348939,501875,6,6156,341,2699,288759,155.09,2335,570470852,ferguson_steel,"577,02"
1070,193,6508,381,19,1760,308,743,918,1091,1680,808087,1565132,8,11679,744,2977,639276,193.92,3756,675946151,algarve_1,"464,26"
357,0,3177,228,7,1233,184,299,365,1495,671,149614,227878,5,6125,349,0,152981,0.0,0,512076641,Maisterko,"428,77"
433,0,3260,133,5,670,140,362,422,1020,789,73592,145812,3,7355,287,943,104676,38.76,1697,518019758,Velistyle123,"127,13"
397,0,1479,104,4,688,131,304,418,708,726,27167,132978,5,6463,91,1053,75333,39.01,689,629089535,RenamedUser_33606132,"18,77"
2928,0,31525,315,26,2156,1463,2176,1704,6118,3906,1433864,864693,11,61565,4605,2007,1228803,75.64,23009,607133986,Tankomanjak_65070238,"1410,70"
35197,602,165517,419,530,2320,10418,20646,19898,14184,41074,37406828,30832866,9,263243,33806,7766,17214420,273.44,123575,626531630,T90_cyclone,"1216,15"
1697,27,12090,190,43,1416,563,1514,1867,1455,3424,597400,1697469,5,30710,880,4084,649409,90.03,5845,529404600,MicKoz77,"141,12"
781,0,5449,172,21,897,331,617,807,2531,1445,212021,511919,5,10663,507,1533,247848,90.57,2049,512600110,lukas2159,"158,10"
907,0,5349,157,21,882,270,729,816,1551,1566,185875,420031,5,13652,547,1616,246323,57.36,3034,629006666,RenamedUser_33326678,"173,77"
1735,0,11442,632,11,2236,563,945,775,2113,1731,1742896,1502666,9,16857,1779,6026,1094092,306.69,8590,605768440,SexyBoss_41462587,"1526,59"
3702,210,20443,373,35,1902,1177,2378,2478,2563,4891,2786499,3611295,9,42041,3055,5507,1825160,190.99,13694,547781887,M3RHY,"791,46"
19880,1929,95479,474,244,3044,5121,10187,10187,9710,20618,13925087,15518994,7,172031,12650,5761,9782858,232.32,62039,524469489,Domsul,"966,28"
11791,0,56475,390,172,2032,2977,6414,6885,15298,13471,5997920,10119101,8,110756,7730,4562,5257007,241.94,9215,604703503,fomka79,"617,82"
851,0,4767,155,15,678,190,514,658,1108,1187,115390,340963,4,16862,400,1330,183471,58.49,2728,558532238,wojtassosna,"83,49"
1717,510,9176,198,44,1247,961,1761,2042,3905,3847,820970,1344312,7,26726,1319,2220,759942,106.98,3316,599405644,simagl,"250,07"
1726,0,7153,262,34,1657,407,1112,1339,3132,2485,602455,1217151,6,15938,1046,1576,651134,209.33,26,654941694,RenamedUser_5191131,"290,73"
494,129,2740,251,11,1334,135,346,484,602,841,202349,550013,5,5761,270,2119,210801,113.57,1485,570074624,Riusfuk,"211,78"
12079,161,60975,370,81,2141,3081,6667,6726,7227,13474,8831406,10835596,10,112005,10052,7749,4985320,222.9,41349,523427724,bojidar_yanchev,"977,22"
3790,110,20145,625,35,2244,927,1693,1602,2471,3330,4427918,4351211,7,28882,2835,7360,2080598,386.43,12918,507674144,_CereaL_KiLLer_666,"1608,16"
4999,0,20132,321,48,1646,784,1924,1850,5153,3822,1881087,1989772,11,38313,2763,3815,1228651,406.65,1498,619361377,CRoLLo_1836792,"988,64"
26182,4,98871,317,267,1600,2981,9087,9354,13705,18708,8938027,12878624,7,209674,10847,3906,5930044,270.44,25609,602653940,madi_8888,"736,73"
6899,0,38789,240,82,1499,2040,4571,5063,13128,9716,2594622,4602928,7,79641,4246,3715,2330407,153.68,15414,637665719,SANO___KOKOC,"390,99"
44016,592,128345,644,383,2436,5254,12860,12533,7605,25776,27142236,31908674,9,195237,18316,6396,16606476,601.42,90717,557589890,DEDI_85,"1104,28"
5312,286,18019,394,65,2250,935,2208,2176,8451,4449,2479461,2982509,8,36885,2685,6670,1753745,215.08,11890,658882324,leekans13,"944,59"
